image,sku,desc,size,extra_data
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F8776%2Fprimary%2Fdea708e603febd2ea5fb7e4978d9f0985d0585dd-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):16Material Weight:Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:044882425452, 075877826503, 756847000467, 815333016532UPC-14 (GTIN):10075877826500, 18997004661353Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):16Material Weight:Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:044882425452, 075877826503, 756847000467, 815333016532UPC-14 (GTIN):10075877826500, 18997004661353Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F102794%2Fprimary%2F67f8d112168809fe00a34ebc5aeb4befcf91a941-400x400.webp&w=640&q=75,,SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:AAAOffice Supplies Product Features:AlkalineUPC-12:791058440039UPC-14 (GTIN):70791058440038Product Type:Battery,,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:AAAOffice Supplies Product Features:AlkalineUPC-12:791058440039UPC-14 (GTIN):70791058440038Product Type:Battery""}"
,,SpecificationsSpecificationsCompostable:NoRapidly Renewable Resource:NoRecyclable:NoMaterial:NylonColor:BlackOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:24111500Additional Product Features:LadderProduct Category:Batteries & Electrical SuppliesLength (IN):7Tensile Strength (LB):40UPC-12:097153084728Product Type:Cable Tie,,"{""remaining_desc"":""SpecificationsSpecificationsCompostable:NoRapidly Renewable Resource:NoRecyclable:NoMaterial:NylonColor:BlackOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:24111500Additional Product Features:LadderProduct Category:Batteries & Electrical SuppliesLength (IN):7Tensile Strength (LB):40UPC-12:097153084728Product Type:Cable Tie""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F106250%2Fprimary%2Fc84941f8eca02b7a7aae69013bfbc57fe8e015cc-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:BlackOffice Supplies Product Type:2-Way RadioESP Chemical:falseAdditional Product Features:UHF, 5 Watt, 16 ChannelsProduct Category:Batteries & Electrical SuppliesProduct Type:2-Way Radio",,"{""remaining_desc"":""SpecificationsSpecificationsColor:BlackOffice Supplies Product Type:2-Way RadioESP Chemical:falseAdditional Product Features:UHF, 5 Watt, 16 ChannelsProduct Category:Batteries & Electrical SuppliesProduct Type:2-Way Radio""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F14472%2Fprimary%2F06c15bfcb0fa4c0fbe6de1fbff444cc567792769-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:Red, YellowOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Additional Product Features:600VProduct Category:Batteries & Electrical SuppliesLength (FT):50UPC-12:661899105759, 661899109597Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsColor:Red, YellowOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Additional Product Features:600VProduct Category:Batteries & Electrical SuppliesLength (FT):50UPC-12:661899105759, 661899109597Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F419305%2Fprimary%2F58145d57ca75813c284f11078ef954dcf2c59a7b-400x400.webp&w=640&q=75,,SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseProduct Category:Batteries & Electrical SuppliesBatteries Size:AAProduct Type:Battery,,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseProduct Category:Batteries & Electrical SuppliesBatteries Size:AAProduct Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F103865%2Fprimary%2Ffbacd87d11fa593dfdaec970f1382e1dbb3b6edb-400x400.webp&w=640&q=75,,SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:CProduct Type:Battery,,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:CProduct Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F414226%2Fprimary%2F3a3ec0ee9b202e16eccaab8f5105e50d65d03260-400x400.webp&w=640&q=75,,SpecificationsSpecificationsColor:NaturalOffice Supplies Product Type:Cable TieESP Chemical:falseProduct Category:Batteries & Electrical SuppliesLength (IN):14Tensile Strength (LB):50Product Type:Cable Tie,,"{""remaining_desc"":""SpecificationsSpecificationsColor:NaturalOffice Supplies Product Type:Cable TieESP Chemical:falseProduct Category:Batteries & Electrical SuppliesLength (IN):14Tensile Strength (LB):50Product Type:Cable Tie""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F8549%2Fprimary%2Ff871a87d9ae2b67de0502e7315b9aeb99a05abeb-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):100Material Thickness (Gauge):14Office Supplies Product Features:3-Wire GroundedUPC-12:075877830005UPC-14 (GTIN):10075877830002, 20815333016574Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):100Material Thickness (Gauge):14Office Supplies Product Features:3-Wire GroundedUPC-12:075877830005UPC-14 (GTIN):10075877830002, 20815333016574Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F419320%2Fprimary%2F4906814c2e3fa76df9564ee9f552e482312cf958-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:D, 1.5 VoltOffice Supplies Product Type:BatteryESP Chemical:falseAdditional Product Features:1.5VProduct Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineProduct Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:D, 1.5 VoltOffice Supplies Product Type:BatteryESP Chemical:falseAdditional Product Features:1.5VProduct Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineProduct Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F49613%2Fprimary%2F074f452a0579912a954870830db3052320499d10-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:COffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Additional Product Features:IndustrialProduct Category:Batteries & Electrical SuppliesUPC-14 (GTIN):10039800019216, 30039800019210Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:COffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Additional Product Features:IndustrialProduct Category:Batteries & Electrical SuppliesUPC-14 (GTIN):10039800019216, 30039800019210Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F8785%2Fprimary%2Fa69f15551c2b70ac6739d5e238ec28a01e062b8e-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):25Material Thickness (Gauge):16Office Supplies Product Features:3-Wire GroundedUPC-12:075877826268, 815333016525UPC-14 (GTIN):10075877826265, 20815333016529Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):25Material Thickness (Gauge):16Office Supplies Product Features:3-Wire GroundedUPC-12:075877826268, 815333016525UPC-14 (GTIN):10075877826265, 20815333016529Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F269034%2Fprimary%2Fae257a8bf98310f9b98b1b1042394de1289065b4-400x400.webp&w=640&q=75,,SpecificationsSpecificationsColor:BlackOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:52150000Product Category:Batteries & Electrical SuppliesLength (IN):18Tensile Strength (LB):18Product Type:Cable Tie,,"{""remaining_desc"":""SpecificationsSpecificationsColor:BlackOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:52150000Product Category:Batteries & Electrical SuppliesLength (IN):18Tensile Strength (LB):18Product Type:Cable Tie""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F8772%2Fprimary%2Fca48aa94b45ea6cf07c26c57954517f12e4c12e7-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):14Material Weight:Extra Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:815333016792UPC-14 (GTIN):10075877830507, 20815333016796Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsColor:OrangeOffice Supplies Product Type:Extension CordESP Chemical:falseUNSPSC:44120000Product Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):14Material Weight:Extra Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:815333016792UPC-14 (GTIN):10075877830507, 20815333016796Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F55436%2Fprimary%2F690388f6eae78185ead27f4130669aaf6566c669-400x400.webp&w=640&q=75,,SpecificationsSpecificationsCompostable:NoRapidly Renewable Resource:NoRecyclable:NoMaterial:PlasticColor:ClearOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:24140000Product Category:Batteries & Electrical SuppliesLength (IN):11Tensile Strength (LB):50UPC-14 (GTIN):50680183124745Product Type:Cable Tie,,"{""remaining_desc"":""SpecificationsSpecificationsCompostable:NoRapidly Renewable Resource:NoRecyclable:NoMaterial:PlasticColor:ClearOffice Supplies Product Type:Cable TieESP Chemical:falseUNSPSC:24140000Product Category:Batteries & Electrical SuppliesLength (IN):11Tensile Strength (LB):50UPC-14 (GTIN):50680183124745Product Type:Cable Tie""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F16673%2Fprimary%2Fd229042837e7c7891b5285995d186310a97c7bdc-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:AAAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333535487, 602382641439UPC-14 (GTIN):00041333535487Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:AAAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333535487, 602382641439UPC-14 (GTIN):00041333535487Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F16164%2Fprimary%2F4a242eb99a8828a0e20a77200212634f68220777-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:AAAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:039800023117UPC-14 (GTIN):00039800016874, 10039800016871Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:AAAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:039800023117UPC-14 (GTIN):00039800016874, 10039800016871Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F15089%2Fprimary%2F98a43e85269d39d24fa20cf4607b8ac5ee710728-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:9 VoltOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-14 (GTIN):10039800019124, 30039800019128Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:9 VoltOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-14 (GTIN):10039800019124, 30039800019128Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F262339%2Fprimary%2F3f2e0ce0dbd6dfdf60ea55ff73442333492832ef-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsOffice Supplies Product Type:Extension CordESP Chemical:falseProduct Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):16Material Weight:Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:082901318361, 661899109603, 661899122879, 661899157673Product Type:Extension Cord",,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:Extension CordESP Chemical:falseProduct Category:Batteries & Electrical SuppliesLength (FT):50Material Thickness (Gauge):16Material Weight:Heavy DutyOffice Supplies Product Features:3-Wire GroundedUPC-12:082901318361, 661899109603, 661899122879, 661899157673Product Type:Extension Cord""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F16163%2Fprimary%2F75e9f01aa418bcd9e866caeb8641016d0dbc5758-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:AAOffice Supplies Product Features:AlkalineUPC-14 (GTIN):00039800019196, 10039800019193Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:AAOffice Supplies Product Features:AlkalineUPC-14 (GTIN):00039800019196, 10039800019193Product Type:Battery""}"
,,"SpecificationsSpecificationsBatteries Size:COffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333511405UPC-14 (GTIN):00041333114408, 00041333511405, 20041333014016Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:COffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333511405UPC-14 (GTIN):00041333114408, 00041333511405, 20041333014016Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F9656%2Fprimary%2F186afefe02db72659b50571de3b3d39ee1c5594f-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsBatteries Size:AAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333032573, 041333520483UPC-14 (GTIN):00041333520483, 00041333521480Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:AAOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333032573, 041333520483UPC-14 (GTIN):00041333520483, 00041333521480Product Type:Battery""}"
https://www.imperialdade.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fimperialdade.com%2Fapps%2Fcatalog%2Fdigital-assets%2F6674%2Fprimary%2F9c7bd378653fd99cda1c83c35bf51d5ebde9e7c0-400x400.webp&w=640&q=75,,"SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:DOffice Supplies Product Features:AlkalineUPC-14 (GTIN):10039800019223, 30039800019227Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesBatteries Size:DOffice Supplies Product Features:AlkalineUPC-14 (GTIN):10039800019223, 30039800019227Product Type:Battery""}"
,,"SpecificationsSpecificationsBatteries Size:DOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333513409UPC-14 (GTIN):00041333113401, 00041333513409, 10041333013012Product Type:Battery",,"{""remaining_desc"":""SpecificationsSpecificationsBatteries Size:DOffice Supplies Product Type:BatteryESP Chemical:falseUNSPSC:26111702Product Category:Batteries & Electrical SuppliesOffice Supplies Product Features:AlkalineUPC-12:041333513409UPC-14 (GTIN):00041333113401, 00041333513409, 10041333013012Product Type:Battery""}"
